ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emissions_kg,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_$,Delivery_Time_days,Sustainability_Score
74,Apparel,189.76193780539023,376.690959493383,18.299469188414818,443.529884242159,823.6647246356274,511.9018683174166,77.05855472742235,240.5671810998106,5,66.02
75,Food,80.92877009315306,418.0033984356253,44.81062082412929,2036.7706456126732,413.0173197369745,247.53416960093435,45.215082019012634,4228.198174589403,1,43.84
76,Apparel,61.441487897275216,146.08011483980238,47.37636914436987,990.7164493650733,175.65527934355762,265.70433309768305,15.80402069761368,353.5734086927587,9,42.97
77,Electronics,132.35991321541297,277.63371182832304,44.73535314683725,868.3822560523479,236.8537874471819,539.621325198676,53.40009334341859,4712.863206700358,4,52.27
78,Pharmaceutical,87.65949250863832,428.31636260504,21.552951703908366,4153.780533712505,275.6091399109148,680.9577152487103,33.81560961158799,4481.956885249379,13,51.05
79,Pharmaceutical,14.823407575465524,379.76069514481276,39.237909647337204,305.3845619096619,334.9027133448094,390.9394474204086,69.91476327139085,2770.5051972126253,2,63.67
80,Pharmaceutical,39.66899349957617,294.00674247133173,24.340450931753843,2153.9960919203945,660.6553169809937,280.81030038931453,40.42747038215292,2809.258759574202,4,45.04
81,Food,146.03472348100553,315.6564607064478,25.379452755159008,924.1979132559392,620.8982103108331,706.9081248374202,23.498772625957194,3338.1340301895502,14,36.29
82,Electronics,135.19554896292874,278.762246112326,11.029325343806914,4408.718056824523,711.2758684886873,568.4878042255845,23.377393588380144,2057.8400572874575,13,41.82
83,Food,15.148238575661864,183.89680309346926,29.965384859667306,2829.4985150476723,394.3768853049375,413.65984109815355,63.81349265048122,3306.666960309706,9,61.48
84,Food,52.17471076726039,304.25989678655725,10.120658989914048,1233.7651182465554,832.7977692859794,441.53013669551126,28.591131881515192,414.88826570473697,2,44.43
85,Electronics,53.904211351733565,359.9983859225408,17.246670254292496,2561.8937071152445,243.88327809797227,242.9795275554775,63.70633759114561,459.4286112786875,4,76.72
86,Electronics,137.65962128375838,442.99531213736344,42.89647987937682,3684.2831625452677,495.58871014224627,538.7618410453908,24.412111753661957,2394.706014173813,2,35.39
87,Electronics,13.74500217332919,336.33110929066163,11.146714651331905,4794.778243705226,810.8917854643588,351.11975738002207,32.51804580909166,2838.1870453089678,5,41.8
88,Electronics,29.78063057706903,392.5046916694211,4.486755973498208,1180.1854208025527,221.1507153459883,796.9516236720444,42.584088070778954,4461.524673611932,3,63.94
89,Pharmaceutical,161.98405622090598,122.03223572955785,4.381372038027999,4442.290683433791,154.3699580537438,436.1284606833215,76.02370947854155,702.371042757902,10,90.22
90,Automotive,43.92348579032338,257.70086348890544,47.098441504652286,4678.090159420703,889.4997693035903,440.1199243327292,75.22119973276773,4148.710050530669,2,43.79
91,Automotive,134.02176049185618,54.199228922191985,25.839101460129896,4590.460668207124,375.7831796212361,496.09625118747033,24.481031279560145,1208.227219001934,14,48.21
92,Electronics,55.254728398878036,161.00548903473037,21.061191519033898,3213.5303486233583,699.6766186635804,741.7292021831227,35.075332887015094,2091.601512848153,9,43.94
93,Automotive,28.89386462427558,376.9077718008522,40.733050469388004,3186.1212067300676,74.08117405074155,660.5726699018252,20.457957191764063,1719.6916871715819,5,48.27
94,Automotive,56.20271628989627,496.3144781072136,41.955470467615285,2075.7321026007317,705.5445439889771,415.791048858489,45.6989555519448,2120.745309753915,10,40.66
95,Electronics,147.23071705257524,94.63014481424716,17.277360622664627,3786.7496232885605,350.296245969622,603.0894861809572,42.24077854862666,922.3783907484107,5,61.86
96,Automotive,172.5823289401943,230.6724421375797,34.98728481621597,2703.3406899195666,102.95381090806966,510.3648491465332,73.05321137155127,2617.136357137064,1,74.21
97,Food,167.7417742677284,410.0319359146218,38.785017976742445,3419.446549018643,629.3221234707112,444.65693409087424,75.10037644537508,4047.8844311905627,6,55.06
98,Apparel,85.46487062750641,141.81603558300446,33.07788365643177,2199.4437288590975,278.7636252695146,234.62104094904538,36.84971737051045,2319.3632498187053,13,52.19
99,Apparel,136.93617594842277,299.78822718602885,8.428158665204869,3684.3326738113815,417.466879949286,424.75538441842366,44.42165601132926,2554.9451643113557,7,61.21
100,Electronics,48.94701612900599,379.88208321335367,43.91827109233579,4139.91043626229,126.55177167218791,272.07301091580223,72.73653744022931,4274.084409350308,1,66.46
101,Pharmaceutical,65.69806874959252,327.19345261708054,27.415633084064428,817.537657353799,189.80508854019806,740.3895048961583,66.4695465421543,3589.078950262548,9,69.4
102,Electronics,180.30380551901277,134.61113057693726,14.841148892130182,4181.355606313717,333.07837372105155,334.78476944744284,10.25594179412545,2554.1811608949665,8,44.09
103,Pharmaceutical,12.470365467039848,209.92305590858274,21.836181086447002,2747.4530057725055,135.27152553214927,766.5848101733606,32.40416949285078,1436.9391113080624,12,60.54
104,Apparel,26.246620862348934,402.70630301842874,2.8409834295464615,4238.862954542099,915.2849514519995,473.13870306629786,39.52419693552881,4447.64838485584,14,42.27
105,Electronics,49.49838847774519,299.4019313594075,7.26547325989846,2213.3783610709716,55.7446910247795,542.0810650733122,26.08013985782622,2969.69792811468,14,62.52
106,Food,15.041118736025746,52.35332609431073,38.511790775277184,1957.2983783768716,509.66720792109584,480.0583111425294,23.970013112715712,1261.5085285313282,8,38.77
107,Automotive,44.47273266706149,392.44584201264223,1.000570103012941,4583.79758933439,167.08508522592388,190.56643187669061,12.644915461697577,1491.7748126624497,7,57.93
108,Pharmaceutical,120.77789658424152,65.89010972310759,21.411725595632316,1330.7294109871664,342.2951350040511,363.0748533055587,55.03588075488324,4055.0388268939805,5,60.57
109,Automotive,90.0706646125746,385.58020222905446,26.602998873193833,4236.640393902101,929.7565818273522,169.40227859433674,28.375720333821597,411.8986980197862,3,34.83
110,Automotive,179.6076251046252,141.11625207435685,3.6770865800476424,2471.70080529608,203.60982561028752,536.0678309283672,13.664302490191917,4962.042497738336,12,49.33
111,Electronics,165.31427673030376,481.1330660537211,48.68082998564431,2619.0676685011726,967.540703732416,412.81193664030724,26.168551736964456,825.6880626310005,14,22.93
112,Automotive,74.94529682259643,215.57333808593802,12.080141231233926,1611.4945792984718,245.50465813995064,644.5894800996558,66.13397669852885,4021.1289219052996,9,72.83
113,Food,59.290452351945575,197.1192273521356,15.905737262177762,2907.906783033177,754.487803043488,254.3293366995589,69.60424271525827,2094.9215205040778,14,61.62
114,Automotive,82.1415575517807,116.9996226496001,15.893183100496339,1693.5348617534355,569.3434016524461,215.19624090053443,43.81463716353119,2562.6376797798407,7,53.34
115,Electronics,122.15603907781347,187.52189697059669,12.290416443750145,292.42012978409633,890.2547912169211,384.43256167463744,39.12494692860803,4427.122771829973,11,39.08
116,Food,60.93209175634649,444.49284282269025,1.0722172822292593,1432.7931661873447,576.2935927279744,748.6097682528668,78.44975854512472,2181.9737100282236,10,77.14
117,Apparel,128.58829249133547,498.3504519322613,36.73789491031182,131.25731269229433,557.8312581984933,597.2952705086882,24.039526171164894,2779.9700176315255,10,35.03
118,Automotive,87.78821391633568,215.73928872808176,48.37542949016498,4893.938456578598,235.6851003499799,393.2465373550431,25.075149799822594,436.63837956401574,8,45.24
119,Electronics,114.88896436187625,251.87478392954415,11.990380680967208,4832.161328116763,207.9178939490758,462.09051882801737,30.430702392547982,211.26787456377514,14,63.76
120,Apparel,92.86404053571017,374.93192219123165,33.4893123983677,2036.2609576142947,920.6646935597385,158.94910782396883,22.09301227967611,1375.0393904082844,6,27.28
121,Apparel,65.94849431296436,448.7881012092835,37.35292002097704,3669.0171862642655,361.4462889075324,789.2031274632792,36.55559187429306,3466.798846010083,12,45.56
122,Pharmaceutical,190.20612832280977,316.86995038405286,42.57284357543571,1794.4498822110825,403.47814221475113,566.4851132864433,73.75839588928277,782.0714881238562,14,66.18
123,Food,155.08510089035457,226.1865641800232,21.708830653666848,3388.356469721283,771.832475506969,299.7828479243957,53.0743488440002,746.0574022618372,11,53.21
124,Automotive,36.62150339562598,235.6798283818807,15.843614376381034,4046.6072109252977,371.88230830166697,510.06587595067106,38.836258402858455,2172.610918572336,14,57.58
125,Electronics,175.00891542060344,363.0281659235631,16.939461567128525,4739.10559899198,954.4593243070526,176.6376562482958,75.40875561998503,3309.617785319487,5,55.68
126,Pharmaceutical,102.6119276674076,51.448218621925406,35.91844532182713,2061.040151663393,751.0313805488603,776.0856681653084,13.392496273307563,3617.9455627900666,8,22.56
127,Food,179.96492310987736,328.8152018569283,41.02219385877616,3938.160116484634,617.557780444749,222.34949151835616,24.719332453130296,1056.563235672199,3,35.31
128,Pharmaceutical,161.9724986299899,209.97185469861083,9.89908442007353,1403.049408097382,886.8504025175149,553.6212226386499,49.61220235712313,582.0231073858038,12,53.08
129,Food,90.79056584915436,407.38879907468794,19.176109399730496,4952.628288588877,97.12561293200861,271.81812377725134,53.08868362352254,4713.9057629386125,13,66.53
130,Food,14.269168580822306,91.84578792040946,45.195069640708354,226.2710339453206,294.2095575797483,602.292967853975,12.76902545938292,1451.1986362980883,13,36.58
131,Automotive,61.04869828313976,314.69102012677575,40.52798246504222,3057.2911518554924,491.78451750986443,643.7749570681967,38.21271305349925,4296.0631885218745,7,39.55
132,Food,112.91050078556472,266.4378004487557,49.258061735361316,3331.579310091503,265.629612497945,571.3938102380029,55.44077753816109,4344.758962221527,2,51.36
133,Pharmaceutical,130.360861766968,339.0464866573523,37.958164724421955,3471.4232296632313,756.7099279370443,530.1496221786348,58.86493824823811,3908.1084404602134,3,43.73
134,Food,58.99866023230843,79.18411751733575,20.26656485036819,689.8991360665361,923.2476295010389,724.7283657664082,54.66979317613885,1010.4013119323364,13,49.51
135,Automotive,36.47765407383659,310.99270434265907,29.94125386573725,4698.795939018339,452.58161393437723,155.03869769283062,32.43942570526472,4144.6470044201615,12,42.38
136,Automotive,168.63674499186683,302.66806458178564,33.389698458118694,987.7980673454057,375.0259701063002,331.64033604613667,16.546408651853667,3892.402684359616,2,35.88
137,Pharmaceutical,197.0364143336749,302.29704248727694,4.844334999539074,3151.491675875221,963.4731955306879,273.80123574159217,39.897871249353386,3064.2703525098423,5,42.98
138,Apparel,109.88113463751031,321.5694499684047,27.680350996089388,1191.1127877031163,472.60981118616377,791.6097734457951,19.012810615763883,1818.5697688109733,7,40.62
139,Apparel,42.61906431117767,354.410571751863,35.75672059515787,1605.3604434042275,514.5959804268191,372.57284576681144,76.3336560964467,1460.0413004794116,11,65.51
140,Food,61.738392038680104,412.2450498563464,9.198743896051958,2777.646854467809,384.0673787248101,612.8288894682792,43.26196062158398,785.0682179857231,10,64.86
141,Electronics,13.494228544018679,171.41932405769646,39.2509541538523,2144.247750966425,914.0710493615314,579.3076147167033,32.20814220498073,2646.833921124183,11,27.69
142,Food,183.7167732464948,421.27223458102793,29.60486624519147,885.1054447848808,590.5077091177582,248.4568662341644,63.64128497832301,3009.2522024472632,11,56.24
143,Pharmaceutical,32.372705749126816,274.21505701855415,47.658867499182136,937.5883718621566,774.0658578225624,267.29837614808594,44.85640148075847,1924.8271544757786,11,36.29
144,Pharmaceutical,119.53813034770818,84.67622561044902,3.078692612137693,2148.909461997718,821.216382433342,296.89919448712385,31.702381680871504,2481.723524868169,10,45.02
145,Pharmaceutical,62.07049193056914,76.34791815979064,14.000980740217882,3810.6865935499536,374.75658982139527,387.78909478156544,66.83774196735612,1944.86939537248,13,72.69
146,Pharmaceutical,115.29382047800075,200.40724341322735,30.47614008569138,4500.026769554164,462.00961475436105,264.02754595536874,70.70065057007854,3276.829075139366,14,62.75
147,Pharmaceutical,133.7698737868542,403.2036397001604,15.531435698090604,512.2255450709758,856.0481856859515,113.75603792279347,57.11057164020739,4526.044197423504,1,47.61
148,Automotive,167.6509427043683,368.4564206334121,36.00678403949087,2026.209147041065,395.0925840920197,715.5751397650369,13.287509568536711,986.8172578253354,13,38.41
149,Apparel,49.22004163451461,404.8767341025829,38.191258843574616,591.2032622420954,804.2383767792587,775.9268819666189,49.64260161165725,2030.7622875349925,10,41.36
150,Pharmaceutical,12.089207445111292,282.7710753987242,6.023282239257248,181.30315509972962,943.9427064457152,339.09927092209756,63.43064383980971,876.1692989641343,9,59.24
151,Electronics,36.00826971307338,248.08954907997074,26.17886874613162,3342.4215449553876,642.0498544146067,336.95481559783104,19.555210845850752,3199.7300979575934,1,33.65
152,Electronics,181.00354195113997,116.35363701782778,25.935637223961738,3052.0022656362803,754.5459230792944,104.96426894205969,26.006952596922236,3698.57844554526,1,32.6
153,Electronics,176.0391147368779,197.6867391241902,19.094757740561512,898.7936576929424,814.8424464390781,576.1754818312618,71.77465735476954,4673.181116467788,14,54.46
154,Electronics,123.50848941235857,245.30871477824388,46.713318265913934,1245.682882156014,852.7876664518104,677.8079270240402,11.408520529715183,1538.5852460526316,12,18.36
155,Automotive,124.09820348239414,89.87019335582775,41.54780967378784,216.16799285814005,425.3006709639562,202.62581025200222,62.69089964781832,4761.013788154065,10,52.45
156,Electronics,136.35696816378854,149.27537872004507,35.1632597135722,4191.241307902578,98.70028621719825,211.7664445570055,43.1641304760096,503.66082473923905,8,63.55
157,Pharmaceutical,43.320542938455425,319.2013823286825,36.00200515101488,4875.983920637902,431.78245767490256,653.0582749800064,41.274051118772476,3094.4665441500233,6,47.09
158,Food,183.73826972574236,381.0484014076354,23.624091046842835,763.7517302939849,690.0684182948853,531.4035238479013,10.496757274642102,474.2370528479839,6,34.15
159,Electronics,89.5663997294939,499.2563801268273,46.128731533732214,1234.2285474499608,477.8328664917531,131.4023903394019,67.3578761676545,4490.116101257335,12,51.91
160,Automotive,82.79632036740452,469.90099910460094,35.03517593541098,4355.206667339977,761.5149933173786,535.7828933235971,35.18774304455965,2743.08347393626,9,35.25
161,Automotive,108.59436400373913,339.1543397908362,36.720072021135,4639.672609985306,389.13330799523067,316.24240599063626,47.853594191038,3412.872083661421,4,50.74
162,Electronics,18.92353368726046,239.5616239823324,43.22285428557992,2156.1741757533705,653.006934048828,358.10760882959215,57.41104804349616,4191.554844370172,8,43.44
163,Food,41.59384006365509,336.27981411870473,14.429507877767358,348.0501141184632,227.09881461127586,638.8119928078162,59.1840703506541,921.49098792305,4,75.16
164,Electronics,150.2263871210104,403.5432281361044,40.54647428946845,293.01998509481507,761.900964812709,667.6546348708274,76.91860411782505,385.23949730304247,14,58.61
165,Automotive,25.73174690577403,103.25128591552429,10.56678954486811,2912.3543437381513,568.4111703723745,380.24963878788145,47.19379672656264,4418.62950038169,2,53.48
166,Apparel,124.59890079861376,234.45720036332972,17.921755659999505,2025.1860335765773,243.86116911927056,763.0070552044483,37.980368568209926,1711.6794918028759,11,61.08
167,Pharmaceutical,56.61633083945098,427.91102853602774,17.444912259222292,240.39689513050712,327.3156148229169,384.52390256645054,76.75925385441955,819.0987580503933,8,79.94
168,Automotive,83.96616666797554,222.7248283698698,48.94774795106789,2957.936722331528,761.1782731527408,640.2852246610769,54.94771645178648,2448.6139380180152,12,40.16
169,Electronics,64.85180998643298,307.34252205223396,42.97032396364842,155.3824292862101,508.47117387844463,438.71408519498135,30.870524939358894,3071.8691633408903,7,36.85
170,Pharmaceutical,77.57781612834033,314.4962123879892,35.357323217922726,3958.1225949314376,255.22986837341858,728.2726285654588,18.85249717824998,348.6588964280486,4,46.93
171,Electronics,146.61872198500663,133.01431391013773,36.625781319154115,1601.5208312465206,968.9076308517828,735.4328705551251,68.97881510256269,1519.499159634021,9,47.73
172,Electronics,66.45312596840326,213.00594874352979,28.541566925725984,297.26421474523727,729.3687688260435,161.1917655097587,35.35271219559061,357.43939652910086,9,43.66
173,Apparel,117.61688165641047,200.53007993386947,47.40744268831744,2982.925882817451,959.2780909128063,755.545331917158,56.23288049551018,2217.609868138395,8,35.94
174,Pharmaceutical,100.44957641782894,61.78851883942916,25.316678891235714,2048.653630721968,455.74979309232606,677.874389064291,42.95714935561287,4496.480139517973,14,48.69
175,Pharmaceutical,136.09752141890314,60.88629375110986,19.64536778362483,4871.622025450032,501.34532365713443,653.9175000188668,23.925084585652684,4916.731575169132,1,39.23
